date,JPM,META,NVDA,TSLA
2023-10-09,137.138916015625,315.588623046875,45.18869400024414,259.6700134277344
2023-10-10,137.97251892089844,319.0382995605469,45.71272659301758,263.6199951171875
2023-10-11,138.4461669921875,324.9662780761719,46.71883773803711,262.989990234375
2023-10-12,138.1240692138672,321.3381652832031,46.857582092285156,258.8699951171875
2023-10-13,140.19862365722656,311.95062255859375,45.376346588134766,251.1199951171875
2023-10-16,140.05654907226562,318.3543395996094,46.00916290283203,253.9199981689453
2023-10-17,139.75343322753906,321.1795349121094,43.85618209838867,254.85000610351562
2023-10-18,138.2187957763672,314.2107238769531,42.11742401123047,242.67999267578125
2023-10-19,137.63148498535156,310.08697509765625,42.02260971069336,220.11000061035156
2023-10-20,135.4148406982422,305.96319580078125,41.309932708740234,211.99000549316406
2023-10-23,133.56761169433594,311.2765197753906,42.89497756958008,212.0800018310547
2023-10-24,133.72866821289062,309.8292236328125,43.581695556640625,216.52000427246094
2023-10-25,132.99923706054688,296.9225769042969,41.701202392578125,212.4199981689453
2023-10-26,133.3402557373047,285.8398742675781,40.250911712646484,205.75999450683594
2023-10-27,128.53753662109375,294.1468811035156,40.42458724975586,207.3000030517578
2023-10-30,130.1763458251953,300.0252685546875,41.0843505859375,197.36000061035156
2023-10-31,131.7298583984375,298.6473388671875,40.70405960083008,200.83999633789062
2023-11-01,131.6162109375,309.1353454589844,42.246185302734375,205.66000366210938
2023-11-02,133.9654998779297,308.16387939453125,43.42498779296875,218.50999450683594
2023-11-03,135.46218872070312,311.8614196777344,44.921199798583984,219.9600067138672
2023-11-06,136.48529052734375,313.0509033203125,45.665809631347656,219.27000427246094
2023-11-07,136.41893005371094,316.0446472167969,45.86943054199219,222.17999267578125
2023-11-08,137.0915069580078,316.9963073730469,46.487274169921875,222.11000061035156
2023-11-09,136.68418884277344,317.759521484375,46.86257553100586,209.97999572753906
2023-11-10,138.71141052246094,325.90802001953125,48.2449951171875,214.64999389648438
